AB0301;28-12-2020;28-12-2028;01-05-2022;01-11-2022;28-12-2030
AB0610;17-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;17-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;17-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;17-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;18-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;19-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;20-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;21-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;22-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;23-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;24-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;25-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;26-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;27-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;28-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-01-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-01-2016;29-01-2024;01-08-2018;01-02-2019;29-01-2026
AB0610;29-02-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;29-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-01-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-04-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-06-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-09-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;30-11-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;31-01-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;31-03-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;31-05-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;31-07-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;31-08-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0610;31-10-2016;29-01-2024;01-02-2018;01-08-2018;29-01-2026
AB0611;29-01-2016;29-01-2024;01-03-2018;01-09-2018;29-01-2026
AB0726;07-08-2014;31-08-2022;01-09-2016;01-03-2017;31-08-2024
AB0726;30-12-1899;30-12-1899;30-12-1899;30-06-1900;31-12-1901
AB0726;30-12-1899;30-12-1899;30-12-1899;30-12-1899;30-12-1899
AB0727;07-08-2014;07-08-2022;01-02-2017;01-08-2017;07-08-2024
AB0728;07-08-2014;07-08-2022;01-07-2018;01-01-2019;07-08-2024
AB0728;24-08-2014;24-08-2022;18-07-2018;18-01-2019;24-08-2024
AB0801;28-12-2020;28-12-2028;01-02-2022;01-08-2022;28-12-2030
AB1307;10-11-2015;10-11-2023;01-12-2018;01-06-2019;10-11-2025
AB1308;10-11-2015;10-11-2023;01-10-2017;01-04-2018;10-11-2025
AB1308;30-12-1899;30-12-1899;30-12-1899;30-06-1900;31-12-1901
AB1507;01-10-2017;01-09-2026;20-06-2020;20-12-2020;01-09-2028
B0542;01-09-2017;01-10-2025;01-04-2020;01-10-2020;01-10-2027
B0542;01-09-2017;01-10-2025;01-05-2020;01-11-2020;01-10-2027
B0800;28-12-2020;28-12-2028;01-02-2022;01-08-2022;28-12-2030
B1508;01-10-2017;01-09-2026;01-01-2020;01-07-2020;01-09-2028
HQ1300;30-12-1899;30-12-1899;30-12-1899;04-09-2019;04-09-2022
HQ1300;30-12-1899;30-12-1899;30-12-1899;06-02-2019;06-02-2022
HQ1300;30-12-1899;30-12-1899;30-12-1899;08-06-2016;08-06-2019
HQ1300;30-12-1899;30-12-1899;30-12-1899;09-09-2019;09-09-2022
HQ1300;30-12-1899;30-12-1899;30-12-1899;11-07-2019;11-07-2022
HQ1300;30-12-1899;30-12-1899;30-12-1899;12-06-2019;12-06-2022
HQ1300;30-12-1899;30-12-1899;30-12-1899;14-05-2015;14-05-2018
HQ1300;30-12-1899;30-12-1899;30-12-1899;15-05-2017;15-05-2020
HQ1300;30-12-1899;30-12-1899;30-12-1899;15-12-2016;15-12-2019
HQ1300;30-12-1899;30-12-1899;30-12-1899;16-11-2016;16-11-2019
HQ1300;30-12-1899;30-12-1899;30-12-1899;19-07-2019;19-07-2022
HQ1300;30-12-1899;30-12-1899;30-12-1899;26-11-2018;26-11-2021
HQ1300;30-12-1899;30-12-1899;30-12-1899;27-11-2020;27-11-2023
HQ1300;30-12-1899;30-12-1899;30-12-1899;29-11-2018;29-11-2021
HQ1300;30-12-1899;30-12-1899;30-12-1899;30-06-1900;31-12-1901
HQ1300;30-12-1899;30-12-1899;30-12-1899;31-03-2020;31-03-2023
LA1300;30-12-1899;30-12-1899;30-12-1899;01-01-2019;01-01-2022
LA1300;30-12-1899;30-12-1899;30-12-1899;01-10-2020;01-10-2023
LA1300;30-12-1899;30-12-1899;30-12-1899;06-05-2019;06-05-2022
LA1300;30-12-1899;30-12-1899;30-12-1899;20-07-2020;20-07-2023
LA1300;30-12-1899;30-12-1899;30-12-1899;24-05-2019;24-05-2022
Planta;Fecha Adj. Concesión;Fecha termino Concesion;Fecha Comienzo Operación;F inicio Depreciacion;Fecha Término Depreciación
